tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
114,2013-06-01 08:40:56,2013-06-01 08:42:50,433,E 13 St & Avenue A,40.72955361,-73.98057249,447,8 Ave & W 52 St,40.76370739,-73.9851615,19999,Subscriber,1980,2
512,2013-06-01 08:41:07,2013-06-01 08:49:39,473,Rivington St & Chrystie St,40.72110063,-73.9919254,504,1 Ave & E 16 St,40.73221853,-73.98165557,18819,Subscriber,1979,1
1896,2013-06-01 08:41:09,2013-06-01 09:12:45,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,285,Broadway & E 14 St,40.73454567,-73.99074142,16729,Subscriber,1959,1
444,2013-06-01 08:41:10,2013-06-01 08:48:34,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,20002,Subscriber,1972,1
292,2013-06-01 08:41:16,2013-06-01 08:46:08,368,Carmine St & 6 Ave,40.73038599,-74.00214988,383,Greenwich Ave & Charles St,40.735238,-74.000271,15608,Subscriber,1980,2
1266,2013-06-01 08:41:42,2013-06-01 09:02:48,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,389,Broadway & Berry St,40.71044554,-73.96525063,18284,Customer,0,0
88,2013-06-01 08:41:51,2013-06-01 08:43:19,497,E 17 St & Broadway,40.73704984,-73.99009296,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17397,Subscriber,1985,1
11768,2013-06-01 08:42:03,2013-06-01 11:58:11,294,Washington Square E,40.73049393,-73.9957214,247,Perry St & Bleecker St,40.73535398,-74.00483091,15183,Subscriber,1959,2
956,2013-06-01 08:42:30,2013-06-01 08:58:26,2004,6 Ave & Broome St,40.724399,-74.004704,509,9 Ave & W 22 St,40.7454973,-74.00197139,19141,Subscriber,1945,2
692,2013-06-01 08:42:55,2013-06-01 08:54:27,445,E 10 St & Avenue A,40.72740794,-73.98142006,238,Bank St & Washington St,40.7361967,-74.00859207,19935,Subscriber,1978,1
3626,2013-06-01 08:43:12,2013-06-01 09:43:38,447,8 Ave & W 52 St,40.76370739,-73.9851615,423,W 54 St & 9 Ave,40.76584941,-73.98690506,20302,Customer,0,0
995,2013-06-01 08:43:48,2013-06-01 09:00:23,152,Warren St & Church St,40.71473993,-74.00910627,406,Hicks St & Montague St,40.69512845,-73.99595065,18188,Subscriber,1960,1
461,2013-06-01 08:45:04,2013-06-01 08:52:45,301,E 2 St & Avenue B,40.72217444,-73.98368779,407,Henry St & Poplar St,40.700469,-73.991454,18669,Subscriber,1967,1
417,2013-06-01 08:45:15,2013-06-01 08:52:12,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,16019,Subscriber,1985,1
403,2013-06-01 08:45:29,2013-06-01 08:52:12,262,Washington Park,40.6917823,-73.9737299,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,16352,Subscriber,1988,1
191,2013-06-01 08:45:48,2013-06-01 08:48:59,347,Greenwich St & W Houston St,40.728846,-74.008591,368,Carmine St & 6 Ave,40.73038599,-74.00214988,15870,Subscriber,1976,1
783,2013-06-01 08:46:01,2013-06-01 08:59:04,2022,E 60 St & York Ave,40.759107,-73.959223,143,Clinton St & Joralemon St,40.69239502,-73.99337909,19497,Subscriber,1967,1
404,2013-06-01 08:47:27,2013-06-01 08:54:11,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,18566,Subscriber,1970,2
1588,2013-06-01 08:47:34,2013-06-01 09:14:02,254,W 11 St & 6 Ave,40.73532427,-73.99800419,377,6 Ave & Canal St,40.72243797,-74.00566443,15526,Subscriber,1985,1
406,2013-06-01 08:47:48,2013-06-01 08:54:34,423,W 54 St & 9 Ave,40.76584941,-73.98690506,520,W 52 St & 5 Ave,40.75992262,-73.97648516,18350,Subscriber,1961,1
401,2013-06-01 08:47:55,2013-06-01 08:54:36,423,W 54 St & 9 Ave,40.76584941,-73.98690506,520,W 52 St & 5 Ave,40.75992262,-73.97648516,19019,Subscriber,1968,1
245,2013-06-01 08:48:16,2013-06-01 08:52:21,446,W 24 St & 7 Ave,40.74487634,-73.99529885,116,W 17 St & 8 Ave,40.74177603,-74.00149746,20137,Subscriber,1978,1
733,2013-06-01 08:48:19,2013-06-01 09:00:32,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,309,Murray St & West St,40.7149787,-74.013012,18947,Subscriber,1974,1
852,2013-06-01 08:48:24,2013-06-01 09:02:36,502,Henry St & Grand St,40.714215,-73.981346,0,,,,15721,Subscriber,1992,1
1082,2013-06-01 08:48:30,2013-06-01 09:06:32,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,390,Duffield St & Willoughby St,40.69221589,-73.9842844,15692,Subscriber,1963,2
707,2013-06-01 08:48:40,2013-06-01 09:00:27,363,West Thames St,40.70834698,-74.01713445,268,Howard St & Centre St,40.71910537,-73.99973337,18809,Subscriber,1975,1
1264,2013-06-01 08:49:09,2013-06-01 09:10:13,363,West Thames St,40.70834698,-74.01713445,514,12 Ave & W 40 St,40.76087502,-74.00277668,18511,Subscriber,1980,1
1891,2013-06-01 08:49:09,2013-06-01 09:20:40,427,Bus Slip & State St,40.701907,-74.013942,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18029,Customer,0,0
1894,2013-06-01 08:49:11,2013-06-01 09:20:45,427,Bus Slip & State St,40.701907,-74.013942,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19764,Customer,0,0
769,2013-06-01 08:49:13,2013-06-01 09:02:02,449,W 52 St & 9 Ave,40.76461837,-73.98789473,391,Clark St & Henry St,40.69760127,-73.99344559,18013,Subscriber,1977,1
438,2013-06-01 08:49:21,2013-06-01 08:56:39,468,Broadway & W 56 St,40.7652654,-73.98192338,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,15334,Subscriber,1977,1
278,2013-06-01 08:50:20,2013-06-01 08:54:58,392,Jay St & Tech Pl,40.695065,-73.987167,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,16100,Subscriber,1973,1
610,2013-06-01 08:50:44,2013-06-01 09:00:54,516,E 47 St & 1 Ave,40.75206862,-73.96784384,445,E 10 St & Avenue A,40.72740794,-73.98142006,20329,Subscriber,1986,1
939,2013-06-01 08:50:50,2013-06-01 09:06:29,361,Allen St & Hester St,40.71605866,-73.99190759,497,E 17 St & Broadway,40.73704984,-73.99009296,16249,Subscriber,1974,2
552,2013-06-01 08:50:54,2013-06-01 09:00:06,432,E 7 St & Avenue A,40.72621788,-73.98379855,497,E 17 St & Broadway,40.73704984,-73.99009296,19095,Subscriber,1969,1
515,2013-06-01 08:51:03,2013-06-01 08:59:38,402,Broadway & E 22 St,40.7403432,-73.98955109,375,Mercer St & Bleecker St S,40.72679454,-73.99695094,15629,Subscriber,1986,1
89,2013-06-01 08:51:25,2013-06-01 08:52:54,475,E 15 St & Irving Pl,40.73524276,-73.98758561,314,Cadman Plaza West & Montague St,40.69383,-73.990539,14886,Subscriber,1971,1
681,2013-06-01 08:52:03,2013-06-01 09:03:24,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,492,W 33 St & 7 Ave,40.75019995,-73.99093085,18825,Subscriber,1968,1
445,2013-06-01 08:52:05,2013-06-01 08:59:30,498,Broadway & W 32 St,40.74854862,-73.98808416,465,Broadway & W 41 St,40.75513557,-73.98658032,17017,Subscriber,1969,1
298,2013-06-01 08:52:08,2013-06-01 08:57:06,417,Barclay St & Church St,40.71291224,-74.01020234,330,Reade St & Broadway,40.71450451,-74.00562789,19421,Subscriber,1987,1
692,2013-06-01 08:52:14,2013-06-01 09:03:46,449,W 52 St & 9 Ave,40.76461837,-73.98789473,492,W 33 St & 7 Ave,40.75019995,-73.99093085,20200,Subscriber,1955,1
973,2013-06-01 08:52:35,2013-06-01 09:08:48,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,17374,Subscriber,1985,1
1358,2013-06-01 08:52:44,2013-06-01 09:15:22,363,West Thames St,40.70834698,-74.01713445,303,Mercer St & Spring St,40.72362738,-73.99949601,18396,Subscriber,1977,1
515,2013-06-01 08:53:26,2013-06-01 09:02:01,527,E 33 St & 2 Ave,40.744023,-73.976056,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16136,Subscriber,1968,1
1543,2013-06-01 08:53:34,2013-06-01 09:19:17,285,Broadway & E 14 St,40.73454567,-73.99074142,276,Duane St & Greenwich St,40.71748752,-74.0104554,15020,Customer,0,0
1775,2013-06-01 08:53:42,2013-06-01 09:23:17,253,W 13 St & 5 Ave,40.73543934,-73.99453948,514,12 Ave & W 40 St,40.76087502,-74.00277668,19782,Subscriber,1970,1
1964,2013-06-01 08:54:03,2013-06-01 09:26:47,301,E 2 St & Avenue B,40.72217444,-73.98368779,459,W 20 St & 11 Ave,40.746745,-74.007756,16620,Subscriber,1979,2
566,2013-06-01 08:54:12,2013-06-01 09:03:38,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19539,Subscriber,1955,2
261,2013-06-01 08:54:28,2013-06-01 08:58:49,479,9 Ave & W 45 St,40.76019252,-73.9912551,406,Hicks St & Montague St,40.69512845,-73.99595065,19967,Subscriber,1986,2
464,2013-06-01 08:54:53,2013-06-01 09:02:37,527,E 33 St & 2 Ave,40.744023,-73.976056,485,W 37 St & 5 Ave,40.75038009,-73.98338988,20031,Subscriber,1975,2
137,2013-06-01 08:55:14,2013-06-01 08:57:31,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,16569,Subscriber,1982,2
1225,2013-06-01 08:55:50,2013-06-01 09:16:15,534,Water - Whitehall Plaza,40.70255065,-74.0127234,528,2 Ave & E 31 St,40.74290902,-73.97706058,17074,Subscriber,1983,1
1280,2013-06-01 08:56:02,2013-06-01 09:17:22,505,6 Ave & W 33 St,40.74901271,-73.98848395,462,W 22 St & 10 Ave,40.74691959,-74.00451887,19393,Customer,0,0
427,2013-06-01 08:56:44,2013-06-01 09:03:51,363,West Thames St,40.70834698,-74.01713445,260,Broad St & Bridge St,40.70365182,-74.01167797,15588,Subscriber,1978,1
971,2013-06-01 08:57:11,2013-06-01 09:13:22,295,Pike St & E Broadway,40.71406667,-73.99293911,444,Broadway & W 24 St,40.7423543,-73.98915076,19360,Customer,0,0
1928,2013-06-01 08:57:16,2013-06-01 09:29:24,251,Mott St & Prince St,40.72317958,-73.99480012,259,South St & Whitehall St,40.70122128,-74.01234218,18886,Subscriber,1978,2
1183,2013-06-01 08:57:28,2013-06-01 09:17:11,505,6 Ave & W 33 St,40.74901271,-73.98848395,394,E 9 St & Avenue C,40.72521311,-73.97768752,14804,Customer,0,0
344,2013-06-01 08:57:31,2013-06-01 09:03:15,334,W 20 St & 7 Ave,40.74238787,-73.99726235,497,E 17 St & Broadway,40.73704984,-73.99009296,18158,Subscriber,1954,1
417,2013-06-01 08:57:45,2013-06-01 09:04:42,497,E 17 St & Broadway,40.73704984,-73.99009296,491,E 24 St & Park Ave S,40.74096374,-73.98602213,17578,Subscriber,1976,1
547,2013-06-01 08:58:01,2013-06-01 09:07:08,394,E 9 St & Avenue C,40.72521311,-73.97768752,116,W 17 St & 8 Ave,40.74177603,-74.00149746,18259,Subscriber,1982,2
479,2013-06-01 08:58:41,2013-06-01 09:06:40,345,W 13 St & 6 Ave,40.73649403,-73.99704374,518,E 39 St & 2 Ave,40.74780373,-73.9734419,17086,Subscriber,1973,1
266,2013-06-01 08:59:03,2013-06-01 09:03:29,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,447,8 Ave & W 52 St,40.76370739,-73.9851615,19733,Subscriber,1985,1
406,2013-06-01 08:59:20,2013-06-01 09:06:06,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,509,9 Ave & W 22 St,40.7454973,-74.00197139,20181,Subscriber,1970,1
1040,2013-06-01 08:59:34,2013-06-01 09:16:54,453,W 22 St & 8 Ave,40.74475148,-73.99915362,511,E 14 St & Avenue B,40.72938685,-73.97772429,19230,Subscriber,1989,1
1692,2013-06-01 08:59:57,2013-06-01 09:28:09,337,Old Slip & Front St,40.7037992,-74.00838676,2008,Little West St & 1 Pl,40.70569254,-74.01677685,17436,Subscriber,1958,1
286,2013-06-01 09:00:28,2013-06-01 09:05:14,3020,NYCBS Test,40.6466068,-74.01597,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,19500,Subscriber,1990,1
789,2013-06-01 09:00:34,2013-06-01 09:13:43,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,2004,6 Ave & Broome St,40.724399,-74.004704,15154,Subscriber,1978,1
252,2013-06-01 09:00:56,2013-06-01 09:05:08,262,Washington Park,40.6917823,-73.9737299,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18664,Subscriber,1970,1
230,2013-06-01 09:01:08,2013-06-01 09:04:58,143,Clinton St & Joralemon St,40.69239502,-73.99337909,406,Hicks St & Montague St,40.69512845,-73.99595065,16719,Subscriber,1967,1
168,2013-06-01 09:01:16,2013-06-01 09:04:04,254,W 11 St & 6 Ave,40.73532427,-73.99800419,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17000,Subscriber,1979,1
652,2013-06-01 09:01:16,2013-06-01 09:12:08,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19742,Customer,0,0
851,2013-06-01 09:01:41,2013-06-01 09:15:52,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,17081,Subscriber,1961,2
219,2013-06-01 09:01:54,2013-06-01 09:05:33,309,Murray St & West St,40.7149787,-74.013012,152,Warren St & Church St,40.71473993,-74.00910627,18947,Subscriber,1979,1
334,2013-06-01 09:01:57,2013-06-01 09:07:31,261,Johnson St & Gold St,40.69474881,-73.98362464,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,18847,Subscriber,1981,1
1429,2013-06-01 09:02:08,2013-06-01 09:25:57,314,Cadman Plaza West & Montague St,40.69383,-73.990539,426,West St & Chambers St,40.71754834,-74.01322069,16318,Subscriber,1987,2
2392,2013-06-01 09:02:16,2013-06-01 09:42:08,509,9 Ave & W 22 St,40.7454973,-74.00197139,463,9 Ave & W 16 St,40.74206539,-74.00443172,15309,Subscriber,1960,2
1365,2013-06-01 09:02:46,2013-06-01 09:25:31,376,John St & William St,40.70862144,-74.00722156,376,John St & William St,40.70862144,-74.00722156,19980,Customer,0,0
986,2013-06-01 09:02:53,2013-06-01 09:19:19,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,486,Broadway & W 29 St,40.7462009,-73.98855723,19629,Subscriber,1981,1
543,2013-06-01 09:03:01,2013-06-01 09:12:04,368,Carmine St & 6 Ave,40.73038599,-74.00214988,249,Harrison St & Hudson St,40.71870987,-74.0090009,16808,Subscriber,1975,1
71885,2013-06-01 09:03:32,2013-06-02 05:01:37,402,Broadway & E 22 St,40.7403432,-73.98955109,465,Broadway & W 41 St,40.75513557,-73.98658032,19199,Subscriber,1965,1
1854,2013-06-01 09:03:45,2013-06-01 09:34:39,350,Clinton St & Grand St,40.71559509,-73.9870295,520,W 52 St & 5 Ave,40.75992262,-73.97648516,16650,Customer,0,0
425,2013-06-01 09:04:01,2013-06-01 09:11:06,430,York St & Jay St,40.7014851,-73.98656928,331,Pike St & Monroe St,40.71173107,-73.99193043,16982,Subscriber,1946,1
454,2013-06-01 09:04:07,2013-06-01 09:11:41,494,W 26 St & 8 Ave,40.74734825,-73.99723551,247,Perry St & Bleecker St,40.73535398,-74.00483091,15273,Subscriber,1957,1
603,2013-06-01 09:04:33,2013-06-01 09:14:36,262,Washington Park,40.6917823,-73.9737299,384,Fulton St & Washington Ave,40.683048,-73.964915,17202,Subscriber,1961,1
477,2013-06-01 09:04:45,2013-06-01 09:12:42,487,E 20 St & FDR Drive,40.73314259,-73.97573881,2009,Catherine St & Monroe St,40.71117444,-73.99682619,16287,Subscriber,1982,1
442,2013-06-01 09:04:52,2013-06-01 09:12:14,475,E 15 St & Irving Pl,40.73524276,-73.98758561,536,1 Ave & E 30 St,40.74144387,-73.97536082,17955,Subscriber,1970,1
1961,2013-06-01 09:05:10,2013-06-01 09:37:51,315,South St & Gouverneur Ln,40.70355377,-74.00670227,315,South St & Gouverneur Ln,40.70355377,-74.00670227,17184,Customer,0,0
366,2013-06-01 09:05:23,2013-06-01 09:11:29,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,496,E 16 St & 5 Ave,40.73726186,-73.99238967,15289,Subscriber,1989,1
562,2013-06-01 09:05:23,2013-06-01 09:14:45,305,E 58 St & 3 Ave,40.76095756,-73.96724467,152,Warren St & Church St,40.71473993,-74.00910627,17408,Subscriber,1960,1
483,2013-06-01 09:05:42,2013-06-01 09:13:45,435,W 21 St & 6 Ave,40.74173969,-73.99415556,445,E 10 St & Avenue A,40.72740794,-73.98142006,15828,Subscriber,1979,1
16819,2013-06-01 09:05:45,2013-06-01 13:46:04,483,E 12 St & 3 Ave,40.73223272,-73.98889957,0,,,,15696,Subscriber,1972,1
1432,2013-06-01 09:05:52,2013-06-01 09:29:44,285,Broadway & E 14 St,40.73454567,-73.99074142,507,E 25 St & 2 Ave,40.73912601,-73.97973776,19161,Subscriber,1951,1
1275,2013-06-01 09:05:56,2013-06-01 09:27:11,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,17585,Subscriber,1995,2
1960,2013-06-01 09:06:19,2013-06-01 09:38:59,260,Broad St & Bridge St,40.70365182,-74.01167797,507,E 25 St & 2 Ave,40.73912601,-73.97973776,18598,Subscriber,1978,1
1250,2013-06-01 09:06:32,2013-06-01 09:27:22,310,State St & Smith St,40.68926942,-73.98912867,217,Old Fulton St,40.70277159,-73.99383605,16988,Customer,0,0
1232,2013-06-01 09:06:50,2013-06-01 09:27:22,310,State St & Smith St,40.68926942,-73.98912867,217,Old Fulton St,40.70277159,-73.99383605,18879,Customer,0,0
976,2013-06-01 09:07:18,2013-06-01 09:23:34,417,Barclay St & Church St,40.71291224,-74.01020234,79,Franklin St & W Broadway,40.71911552,-74.00666661,18292,Subscriber,1987,2
1030,2013-06-01 09:07:38,2013-06-01 09:24:48,290,2 Ave & E 58 St,40.76020258,-73.96478473,515,W 43 St & 10 Ave,40.76009437,-73.99461843,16671,Subscriber,1962,1
594,2013-06-01 09:07:38,2013-06-01 09:17:32,482,W 15 St & 7 Ave,40.73935542,-73.99931783,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,17731,Subscriber,1985,2
344,2013-06-01 09:08:11,2013-06-01 09:13:55,435,W 21 St & 6 Ave,40.74173969,-73.99415556,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17588,Customer,0,0
1126,2013-06-01 09:08:49,2013-06-01 09:27:35,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,377,6 Ave & Canal St,40.72243797,-74.00566443,19100,Customer,0,0
1164,2013-06-01 09:08:49,2013-06-01 09:28:13,316,Fulton St & William St,40.70955958,-74.00653609,459,W 20 St & 11 Ave,40.746745,-74.007756,17473,Subscriber,1986,1
1982,2013-06-01 09:09:02,2013-06-01 09:42:04,79,Franklin St & W Broadway,40.71911552,-74.00666661,462,W 22 St & 10 Ave,40.74691959,-74.00451887,18857,Subscriber,1984,2
454,2013-06-01 09:09:08,2013-06-01 09:16:42,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,308,St James Pl & Oliver St,40.71307916,-73.99851193,19283,Subscriber,1971,1
441,2013-06-01 09:09:19,2013-06-01 09:16:40,334,W 20 St & 7 Ave,40.74238787,-73.99726235,492,W 33 St & 7 Ave,40.75019995,-73.99093085,17205,Subscriber,1962,1
85,2013-06-01 09:09:34,2013-06-01 09:10:59,350,Clinton St & Grand St,40.71559509,-73.9870295,350,Clinton St & Grand St,40.71559509,-73.9870295,16997,Subscriber,1955,2
1048,2013-06-01 09:09:42,2013-06-01 09:27:10,290,2 Ave & E 58 St,40.76020258,-73.96478473,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19504,Subscriber,1963,2
1391,2013-06-01 09:10:14,2013-06-01 09:33:25,488,W 39 St & 9 Ave,40.75645824,-73.99372222,285,Broadway & E 14 St,40.73454567,-73.99074142,15048,Subscriber,1948,1
858,2013-06-01 09:10:15,2013-06-01 09:24:33,401,Allen St & Rivington St,40.72019576,-73.98997825,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14996,Subscriber,1976,1
567,2013-06-01 09:10:25,2013-06-01 09:19:52,509,9 Ave & W 22 St,40.7454973,-74.00197139,526,E 33 St & 5 Ave,40.74765947,-73.98490707,14574,Subscriber,1951,1
1422,2013-06-01 09:10:35,2013-06-01 09:34:17,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,491,E 24 St & Park Ave S,40.74096374,-73.98602213,19896,Subscriber,1979,1
895,2013-06-01 09:10:39,2013-06-01 09:25:34,514,12 Ave & W 40 St,40.76087502,-74.00277668,392,Jay St & Tech Pl,40.695065,-73.987167,15184,Subscriber,1980,1
1551,2013-06-01 09:11:00,2013-06-01 09:36:51,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,20262,Subscriber,1955,1
315,2013-06-01 09:11:07,2013-06-01 09:16:22,334,W 20 St & 7 Ave,40.74238787,-73.99726235,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20231,Subscriber,1975,1
544,2013-06-01 09:11:08,2013-06-01 09:20:12,247,Perry St & Bleecker St,40.73535398,-74.00483091,426,West St & Chambers St,40.71754834,-74.01322069,17984,Subscriber,1976,1
952,2013-06-01 09:11:28,2013-06-01 09:27:20,348,W Broadway & Spring St,40.72490985,-74.00154702,377,6 Ave & Canal St,40.72243797,-74.00566443,16641,Customer,0,0
349,2013-06-01 09:11:47,2013-06-01 09:17:36,439,E 4 St & 2 Ave,40.7262807,-73.98978041,497,E 17 St & Broadway,40.73704984,-73.99009296,19618,Subscriber,1954,1
2475,2013-06-01 09:12:17,2013-06-01 09:53:32,453,W 22 St & 8 Ave,40.74475148,-73.99915362,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,20006,Customer,0,0
324,2013-06-01 09:12:40,2013-06-01 09:18:04,316,Fulton St & William St,40.70955958,-74.00653609,459,W 20 St & 11 Ave,40.746745,-74.007756,16935,Subscriber,1978,1
1755,2013-06-01 09:13:04,2013-06-01 09:42:19,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,455,1 Ave & E 44 St,40.75001986,-73.96905301,15315,Subscriber,1952,1
1154,2013-06-01 09:13:07,2013-06-01 09:32:21,146,Hudson St & Reade St,40.71625008,-74.0091059,329,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,16315,Subscriber,1953,1
18722,2013-06-01 09:13:23,2013-06-01 14:25:25,457,Broadway & W 58 St,40.76695317,-73.98169333,528,2 Ave & E 31 St,40.74290902,-73.97706058,16715,Subscriber,1945,1
810,2013-06-01 09:14:03,2013-06-01 09:27:33,428,E 3 St & 1 Ave,40.72467721,-73.98783413,2009,Catherine St & Monroe St,40.71117444,-73.99682619,15572,Customer,0,0
522,2013-06-01 09:14:10,2013-06-01 09:22:52,251,Mott St & Prince St,40.72317958,-73.99480012,458,11 Ave & W 27 St,40.751396,-74.005226,17209,Subscriber,1950,2
2016,2013-06-01 09:14:14,2013-06-01 09:47:50,427,Bus Slip & State St,40.701907,-74.013942,401,Allen St & Rivington St,40.72019576,-73.98997825,17392,Subscriber,1985,1
1293,2013-06-01 09:14:22,2013-06-01 09:35:55,457,Broadway & W 58 St,40.76695317,-73.98169333,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17769,Subscriber,1980,1
701,2013-06-01 09:16:32,2013-06-01 09:28:13,428,E 3 St & 1 Ave,40.72467721,-73.98783413,357,E 11 St & Broadway,40.73261787,-73.99158043,15848,Subscriber,1967,2
623,2013-06-01 09:16:33,2013-06-01 09:26:56,487,E 20 St & FDR Drive,40.73314259,-73.97573881,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,17447,Subscriber,1969,1
363,2013-06-01 09:16:43,2013-06-01 09:22:46,487,E 20 St & FDR Drive,40.73314259,-73.97573881,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,19726,Subscriber,1976,1
643,2013-06-01 09:17:27,2013-06-01 09:28:10,448,W 37 St & 10 Ave,40.75660359,-73.9979009,459,W 20 St & 11 Ave,40.746745,-74.007756,19556,Subscriber,1969,1
2653,2013-06-01 09:17:36,2013-06-01 10:01:49,377,6 Ave & Canal St,40.72243797,-74.00566443,377,6 Ave & Canal St,40.72243797,-74.00566443,19594,Customer,0,0
2309,2013-06-01 09:17:39,2013-06-01 09:56:08,512,W 29 St & 9 Ave,40.7500727,-73.99839279,337,Old Slip & Front St,40.7037992,-74.00838676,19518,Subscriber,1984,1
1036,2013-06-01 09:18:03,2013-06-01 09:35:19,447,8 Ave & W 52 St,40.76370739,-73.9851615,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15092,Subscriber,1971,1
727,2013-06-01 09:18:12,2013-06-01 09:30:19,329,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,453,W 22 St & 8 Ave,40.74475148,-73.99915362,15185,Subscriber,1971,1
1102,2013-06-01 09:18:26,2013-06-01 09:36:48,392,Jay St & Tech Pl,40.695065,-73.987167,470,W 20 St & 8 Ave,40.74345335,-74.00004031,17220,Subscriber,1967,1
248,2013-06-01 09:18:26,2013-06-01 09:22:34,116,W 17 St & 8 Ave,40.74177603,-74.00149746,0,,,,16655,Customer,0,0
150,2013-06-01 09:18:35,2013-06-01 09:21:05,127,Barrow St & Hudson St,40.73172428,-74.00674436,127,Barrow St & Hudson St,40.73172428,-74.00674436,15177,Subscriber,1957,1
900,2013-06-01 09:18:35,2013-06-01 09:33:35,317,E 6 St & Avenue B,40.72453734,-73.98185424,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,17313,Subscriber,1957,1
21264,2013-06-01 09:18:44,2013-06-01 15:13:08,311,Norfolk St & Broome St,40.7172274,-73.98802084,2009,Catherine St & Monroe St,40.71117444,-73.99682619,14861,Subscriber,1974,1
227,2013-06-01 09:19:13,2013-06-01 09:23:00,251,Mott St & Prince St,40.72317958,-73.99480012,229,Great Jones St,40.72743423,-73.99379025,17898,Customer,0,0
134,2013-06-01 09:20:34,2013-06-01 09:22:48,247,Perry St & Bleecker St,40.73535398,-74.00483091,433,E 13 St & Avenue A,40.72955361,-73.98057249,15273,Subscriber,1968,1
181,2013-06-01 09:20:37,2013-06-01 09:23:38,483,E 12 St & 3 Ave,40.73223272,-73.98889957,432,E 7 St & Avenue A,40.72621788,-73.98379855,17397,Subscriber,1966,1
2060,2013-06-01 09:20:48,2013-06-01 09:55:08,376,John St & William St,40.70862144,-74.00722156,514,12 Ave & W 40 St,40.76087502,-74.00277668,15681,Subscriber,1960,1
710,2013-06-01 09:20:57,2013-06-01 09:32:47,127,Barrow St & Hudson St,40.73172428,-74.00674436,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,18620,Subscriber,1958,1
1847,2013-06-01 09:21:04,2013-06-01 09:51:51,502,Henry St & Grand St,40.714215,-73.981346,223,W 13 St & 7 Ave,40.73781509,-73.99994661,16790,Subscriber,1950,2
